,match,pinnacle,parimatch,ggbet,date,tournament,team left,players_left,team right,players_right,ban_left,ban_right,pick_left_team,pick_right_team,result_left_team,result_right_team,score
1909,PSG.LGD vs Virtus.pro,2.27-1.65,-,1.45-2.67,20 Августа 05:45 2019,The International 2019,Virtus.pro,"['No[o]ne', 'RAMZES666', '9pasha', 'RodjER', 'Solo']",PSG.LGD,"['Somnus`M', 'Chalice', 'fy', 'xNova']","['Enchantress', 'Leshrac', 'Alchemist', 'Morphling', 'Lifestealer', 'Faceless Void']","['Magnus', 'Centaur Warrunner', 'Io', 'Sand King', 'Enigma', 'Storm Spirit']","['Gyrocopter', 'Terrorblade', 'Pangolier', 'Elder Titan', 'Lion']","['Kunkka', 'Tidehunter', 'Mirana', 'Shadow Demon']",,"<span class=""team__title-label"">Победа</span>",13 : 27
1910,Vici Gaming vs OG,1.31-3.53,-,3.66(1.20)2.80,18 Августа 09:17 2019,The International 2019,Vici Gaming,"['Eurus', 'Ori', 'Yang', 'Fade', 'Dy']",OG,"['ana', 'Topson', 'Ceb', 'JerAx', 'N0tail']","['Treant Protector', 'Magnus', 'Enchantress', 'Ancient Apparition', 'Earthshaker', 'Slark']","['Leshrac', 'Centaur Warrunner', 'Tidehunter', 'Warlock', 'Oracle', 'Kunkka']","['Alchemist', 'Mirana', 'Tiny', 'Crystal Maiden', 'Abaddon']","['Troll Warlord', 'Monkey King', 'Slardar', 'Techies', 'Batrider']","<span class=""team__title-label"">Победа</span>",,55 : 28
1911,Vici Gaming vs OG,1.31-3.53,-,3.66(1.20)2.80,18 Августа 09:17 2019,The International 2019,OG,"['ana', 'Topson', 'Ceb', 'JerAx', 'N0tail']",Vici Gaming,"['Eurus', 'Ori', 'Yang', 'Fade', 'Dy']","['Leshrac', 'Enchantress', 'Outworld Destroyer', 'Death Prophet', 'Mirana', 'Crystal Maiden']","['Treant Protector', 'Alchemist', 'Shadow Demon', 'Naga Siren', 'Rubick', 'Pugna']","['Gyrocopter', 'Invoker', 'Omniknight', 'Winter Wyvern', 'Elder Titan']","['Faceless Void', 'Tiny', 'Magnus', 'Grimstroke', 'Ogre Magi']","<span class=""team__title-label"">Победа</span>",,31 : 27
1912,Evil Geniuses vs Ninjas in Pyjamas,1.80-2.04,-,1.69(13.66)7.54,18 Августа 08:52 2019,The International 2019,Ninjas in Pyjamas,"['ppd', 'FATA-', 'Ace', '33', 'Saksa']",Evil Geniuses,"['SumaiL', 'Arteezy', 's4', 'Fly', 'Cr1t-']","['Alchemist', 'Enchantress', 'Magnus', 'Shadow Demon', 'Naga Siren', 'Sand King']","['Mirana', 'Broodmother', 'Razor', 'Outworld Destroyer', 'Necrophos', 'Timbersaw']","['Lich', 'Lina', 'Juggernaut', 'Batrider', 'Ogre Magi']","['Kunkka', 'Sven', 'Beastmaster', 'Elder Titan', 'Dark Willow']",,"<span class=""team__title-label"">Победа</span>",12 : 37
1913,Evil Geniuses vs Ninjas in Pyjamas,1.80-2.04,-,1.69(13.66)7.54,18 Августа 08:52 2019,The International 2019,Ninjas in Pyjamas,"['ppd', 'FATA-', 'Ace', '33', 'Saksa']",Evil Geniuses,"['SumaiL', 'Arteezy', 's4', 'Fly', 'Cr1t-']","['Enchantress', 'Alchemist', 'Magnus', 'Kunkka', 'Centaur Warrunner', 'Storm Spirit']","['Broodmother', 'Tidehunter', 'Mirana', 'Leshrac', 'Timbersaw', 'Meepo']","['Elder Titan', 'Ember Spirit', 'Gyrocopter', 'Tiny', 'Windranger']","['Templar Assassin', 'Naga Siren', 'Puck', 'Shadow Demon', 'Earthshaker']",,"<span class=""team__title-label"">Победа</span>",26 : 34
1914,Royal Never Give Up vs Infamous Gaming,2.84-1.44,-,3.25(1.10)3.13,18 Августа 08:36 2019,The International 2019,Royal Never Give Up,"['Monet', 'Flyby', 'ah fu', 'LaNm', 'StingerR']",Infamous Gaming,"['K1', 'Chris Luck', 'Wisper', 'Scofield']","['Magnus', 'Enchantress', 'Alchemist', 'Batrider', 'Abaddon', 'Lifestealer']","['Mirana', 'Omniknight', 'Leshrac', 'Faceless Void', 'Beastmaster', 'Naga Siren']","['Ember Spirit', 'Ogre Magi', 'Elder Titan', 'Visage', 'Silencer']","['Wraith King', 'Slark', 'Legion Commander', 'Nyx Assassin']","<span class=""team__title-label"">Победа</span>",,17 : 2
1915,Royal Never Give Up vs Infamous Gaming,2.84-1.44,-,3.25(1.10)3.13,18 Августа 08:36 2019,The International 2019,Royal Never Give Up,"['Monet', 'Flyby', 'ah fu', 'LaNm', 'StingerR']",Infamous Gaming,"['K1', 'Chris Luck', 'Wisper', 'Scofield']","['Magnus', 'Enchantress', 'Alchemist', 'Omniknight', 'Batrider', 'Shadow Shaman']","['Mirana', 'Elder Titan', 'Leshrac', 'Gyrocopter', 'Tiny', 'Razor']","['Monkey King', 'Pugna', 'Warlock', 'Ogre Magi', 'Oracle']","['Phantom Lancer', 'Broodmother', 'Slardar', 'Kunkka']",,"<span class=""team__title-label"">Победа</span>",22 : 27
1916,Virtus.pro vs Fnatic,2.35-1.61,-,2.06(5.12)5.47,18 Августа 07:59 2019,The International 2019,Fnatic,"['Abed', 'iceiceice', 'Jabz', 'DuBu', 'DJ']",Virtus.pro,"['No[o]ne', 'RAMZES666', '9pasha', 'RodjER', 'Solo']","['Gyrocopter', 'Alchemist', 'Shadow Demon', 'Nyx Assassin', 'Broodmother', 'Naga Siren']","['Magnus', 'Enchantress', 'Tiny', 'Lifestealer', 'Timbersaw', 'Faceless Void']","['Storm Spirit', 'Ogre Magi', 'Juggernaut', 'Ancient Apparition', 'Shadow Shaman']","['Invoker', 'Slark', 'Kunkka', 'Elder Titan', 'Lion']",,"<span class=""team__title-label"">Победа</span>",23 : 35
1917,Virtus.pro vs Fnatic,2.35-1.61,-,2.06(5.12)5.47,18 Августа 07:59 2019,The International 2019,Fnatic,"['Abed', 'iceiceice', 'Jabz', 'DuBu', 'DJ']",Virtus.pro,"['No[o]ne', 'RAMZES666', '9pasha', 'RodjER', 'Solo']","['Kunkka', 'Gyrocopter', 'Alchemist', 'Broodmother', 'Lifestealer', 'Anti-Mage']","['Magnus', 'Enchantress', 'Tiny', 'Timbersaw', 'Meepo', 'Naga Siren']","['Puck', 'Mars', 'Wraith King', 'Elder Titan', 'Leshrac']","['Storm Spirit', 'Dragon Knight', 'Centaur Warrunner', 'Lina', 'Shadow Demon']",,"<span class=""team__title-label"">Победа</span>",33 : 34
1918,PSG.LGD vs Alliance,1.77-2.07,-,1.65(1.01)7.94,18 Августа 06:50 2019,The International 2019,PSG.LGD,"['Somnus`M', 'Chalice', 'fy', 'xNova', 'miCKe']",Alliance,"['qojqva', 'Boxi', 'Taiga', 'iNSaNiA']","['Dark Willow', 'Treant Protector', 'Ancient Apparition', 'Bloodseeker', 'Broodmother', 'Oracle']","['Enchantress', 'Mirana', 'Shadow Demon', 'Gyrocopter', 'Leshrac', 'Silencer']","['Outworld Destroyer', 'Kunkka', 'Invoker', 'Ogre Magi', 'Ember Spirit']","['Storm Spirit', 'Bristleback', 'Enigma', 'Crystal Maiden']",,"<span class=""team__title-label"">Победа</span>",13 : 29
1919,PSG.LGD vs Alliance,1.77-2.07,-,1.65(1.01)7.94,18 Августа 06:50 2019,The International 2019,Alliance,"['miCKe', 'qojqva', 'Boxi', 'Taiga', 'iNSaNiA']",PSG.LGD,"['Somnus`M', 'Chalice', 'fy', 'xNova']","['Mirana', 'Shadow Demon', 'Enchantress', 'Leshrac', 'Gyrocopter', 'Outworld Destroyer']","['Dark Willow', 'Treant Protector', 'Enigma', 'Oracle', 'Bloodseeker', 'Ancient Apparition']","['Morphling', 'Storm Spirit', 'Axe', 'Crystal Maiden', 'Bristleback']","['Dragon Knight', 'Timbersaw', 'Lion', 'Elder Titan']",,"<span class=""team__title-label"">Победа</span>",9 : 41
1920,Team Secret vs Chaos Esports Club,1.29-3.67,-,1.29(1.35)12.60,18 Августа 06:11 2019,The International 2019,Chaos Esports Club,"['MATUMBAMAN', 'vtFaded', 'rASmus', 'KheZu', 'MiLAN']",Team Secret,"['MidOne', 'Nisha', 'zai', 'YapzOr', 'Puppey']","['Mirana', 'Lifestealer', 'Enchantress', 'Batrider', 'Kunkka', 'Invoker']","['Bounty Hunter', 'Pudge', 'Techies', 'Slark', 'Timbersaw', 'Outworld Destroyer']","['Gyrocopter', 'Bristleback', 'Skywrath Mage', 'Mars', 'Dark Willow']","['Viper', 'Alchemist', 'Leshrac', 'Tiny', 'Chen']",,"<span class=""team__title-label"">Победа</span>",15 : 33
1921,Team Secret vs Chaos Esports Club,1.29-3.67,-,1.29(1.35)12.60,18 Августа 06:11 2019,The International 2019,Team Secret,"['MidOne', 'Nisha', 'zai', 'YapzOr', 'Puppey']",Chaos Esports Club,"['vtFaded', 'MATUMBAMAN', 'KheZu', 'rASmus', 'MiLAN']","['Mirana', 'Chen', 'Elder Titan', 'Lone Druid', 'Faceless Void', 'Naga Siren']","['Alchemist', 'Leshrac', 'Enchantress', 'Broodmother', 'Bristleback', 'Ember Spirit']","['Jakiro', 'Slark', 'Legion Commander', 'Invoker', 'Techies']","['Tinker', 'Visage', 'Timbersaw', 'Crystal Maiden', 'Tidehunter']",,"<span class=""team__title-label"">Победа</span>",22 : 32
1922,Royal Never Give Up vs Fnatic,3.03-1.39,-,3.19(10.73)3.19,18 Августа 04:18 2019,The International 2019,Royal Never Give Up,"['Monet', 'Flyby', 'ah fu', 'LaNm', 'Abed']",Fnatic,"['iceiceice', 'Jabz', 'DJ', 'DuBu']","['Magnus', 'Tiny', 'Mirana', 'Timbersaw', 'Ember Spirit', 'Medusa']","['Leshrac', 'Elder Titan', 'Alchemist', 'Shadow Demon', 'Outworld Destroyer', 'Kunkka']","['Lifestealer', 'Enchantress', 'Ancient Apparition', 'Earthshaker', 'Storm Spirit']","['Abaddon', 'Gyrocopter', 'Shadow Shaman', 'Ogre Magi']",,"<span class=""team__title-label"">Победа</span>",23 : 18
1923,Royal Never Give Up vs Fnatic,3.03-1.39,-,3.19(10.73)3.19,18 Августа 04:18 2019,The International 2019,Fnatic,"['Abed', 'iceiceice', 'Jabz', 'DuBu', 'DJ']",Royal Never Give Up,"['Monet', 'Flyby', 'ah fu', 'LaNm']","['Gyrocopter', 'Alchemist', 'Elder Titan', 'Outworld Destroyer', 'Slark', 'Anti-Mage']","['Magnus', 'Tiny', 'Mirana', 'Ember Spirit', 'Lifestealer', 'Juggernaut']","['Storm Spirit', 'Abaddon', 'Wraith King', 'Warlock', 'Leshrac']","['Terrorblade', 'Centaur Warrunner', 'Shadow Demon', 'Rubick']","<span class=""team__title-label"">Победа</span>",,23 : 13
1924,Virtus.pro vs Evil Geniuses,3.53-1.31,-,3.16(1.10)3.29,18 Августа 04:17 2019,The International 2019,Virtus.pro,"['No[o]ne', 'RAMZES666', '9pasha', 'RodjER', 'Solo']",Evil Geniuses,"['Arteezy', 'SumaiL', 's4', 'Fly', 'Cr1t-']","['Leshrac', 'Chen', 'Ancient Apparition', 'Slark', 'Lifestealer', 'Shadow Fiend']","['Kunkka', 'Magnus', 'Gyrocopter', 'Sand King', 'Mirana', 'Lina']","['Queen of Pain', 'Alchemist', 'Centaur Warrunner', 'Dark Willow', 'Shadow Demon']","['Naga Siren', 'Storm Spirit', 'Enchantress', 'Elder Titan', 'Pangolier']",,"<span class=""team__title-label"">Победа</span>",9 : 26
1925,Virtus.pro vs Evil Geniuses,3.53-1.31,-,3.16(1.10)3.29,18 Августа 04:17 2019,The International 2019,Evil Geniuses,"['Arteezy', 'SumaiL', 's4', 'Cr1t-', 'Fly']",Virtus.pro,"['No[o]ne', '9pasha', 'RAMZES666', 'RodjER', 'Solo']","['Kunkka', 'Magnus', 'Alchemist', 'Morphling', 'Necrophos', 'Anti-Mage']","['Leshrac', 'Enchantress', 'Elder Titan', 'Pangolier', 'Chen', 'Dark Willow']","['Naga Siren', 'Gyrocopter', 'Sand King', 'Earth Spirit', 'Undying']","['Storm Spirit', 'Centaur Warrunner', 'Lifestealer', 'Lion', 'Shadow Demon']",,"<span class=""team__title-label"">Победа</span>",24 : 26
1926,Ninjas in Pyjamas vs Infamous Gaming,3.00-1.40,-,3.60(1.70)2.84,18 Августа 04:16 2019,The International 2019,Infamous Gaming,"['K1', 'StingerR', 'Chris Luck', 'Wisper', 'Scofield']",Ninjas in Pyjamas,"['ppd', 'FATA-', 'Ace', '33', 'Saksa']","['Enchantress', 'Mirana', 'Lone Druid', 'Beastmaster', 'Kunkka', 'Omniknight']","['Alchemist', 'Magnus', 'Wraith King', 'Lifestealer', 'Slark', 'Razor']","['Juggernaut', 'Silencer', 'Broodmother', 'Leshrac', 'Tiny']","['Shadow Demon', 'Ember Spirit', 'Troll Warlord', 'Tidehunter', 'Elder Titan']","<span class=""team__title-label"">Победа</span>",,22 : 8
1927,Ninjas in Pyjamas vs Infamous Gaming,3.00-1.40,-,3.60(1.70)2.84,18 Августа 04:16 2019,The International 2019,Ninjas in Pyjamas,"['ppd', 'FATA-', 'Ace', '33', 'Saksa']",Infamous Gaming,"['K1', 'StingerR', 'Chris Luck', 'Wisper', 'Scofield']","['Magnus', 'Alchemist', 'Enchantress', 'Juggernaut', 'Slark', 'Troll Warlord']","['Mirana', 'Lone Druid', 'Chen', 'Nyx Assassin', 'Ancient Apparition', 'Kunkka']","['Witch Doctor', 'Wraith King', 'Meepo', 'Beastmaster', 'Rubick']","['Phantom Lancer', 'Shadow Demon', 'Broodmother', 'Leshrac', 'Tiny']","<span class=""team__title-label"">Победа</span>",,34 : 16
1928,Vici Gaming vs Natus Vincere,1.73-2.13,-,1.93(10.73)6.02,18 Августа 04:16 2019,The International 2019,Natus Vincere,"['Crystallize', 'MagicaL', 'Blizzy', 'Zayac', 'SoNNeikO']",Vici Gaming,"['Eurus', 'Ori', 'Yang', 'Fade', 'Dy']","['Leshrac', 'Ogre Magi', 'Tidehunter', 'Queen of Pain', 'Naga Siren', 'Invoker']","['Treant Protector', 'Alchemist', 'Chen', 'Lifestealer', 'Shadow Demon', 'Faceless Void']","['Slark', 'Razor', 'Batrider', 'Elder Titan', 'Grimstroke']","['Sven', 'Storm Spirit', 'Sand King', 'Mirana', 'Warlock']",,"<span class=""team__title-label"">Победа</span>",15 : 29
1929,Vici Gaming vs Natus Vincere,1.73-2.13,-,1.93(10.73)6.02,18 Августа 04:16 2019,The International 2019,Vici Gaming,"['Eurus', 'Ori', 'Yang', 'Fade', 'Dy']",Natus Vincere,"['Crystallize', 'MagicaL', 'Blizzy', 'Zayac', 'SoNNeikO']","['Treant Protector', 'Alchemist', 'Chen', 'Lifestealer', 'Omniknight', 'Batrider']","['Ogre Magi', 'Leshrac', 'Warlock', 'Queen of Pain', 'Mirana', 'Storm Spirit']","['Gyrocopter', 'Outworld Destroyer', 'Sand King', 'Lina', 'Shadow Demon']","['Morphling', 'Razor', 'Mars', 'Elder Titan', 'Disruptor']","<span class=""team__title-label"">Победа</span>",,33 : 14
1930,Team Secret vs PSG.LGD,2.91-1.42,-,2.82(6.43)3.64,17 Августа 14:56 2019,The International 2019,Team Secret,"['MidOne', 'Nisha', 'zai', 'YapzOr', 'Puppey']",PSG.LGD,"['Somnus`M', 'Chalice', 'fy', 'xNova']","['Shadow Demon', 'Enchantress', 'Mirana', 'Naga Siren', 'Jakiro', 'Outworld Destroyer']","['Chen', 'Kunkka', 'Techies', 'Broodmother', 'Lifestealer', 'Sniper']","['Pudge', 'Slark', 'Tiny', 'Invoker', 'Crystal Maiden']","['Shadow Fiend', 'Sand King', 'Rubick', 'Elder Titan']",,"<span class=""team__title-label"">Победа</span>",13 : 34
1931,Team Secret vs PSG.LGD,2.91-1.42,-,2.82(6.43)3.64,17 Августа 14:56 2019,The International 2019,Team Secret,"['MidOne', 'Nisha', 'zai', 'YapzOr', 'Puppey']",PSG.LGD,"['Somnus`M', 'Chalice', 'fy', 'xNova']","['Io', 'Shadow Demon', 'Enchantress', 'Outworld Destroyer', 'Ember Spirit', 'Lifestealer']","['Enigma', 'Elder Titan', 'Chen', 'Naga Siren', 'Slark', 'Timbersaw']","['Kunkka', 'Spectre', 'Axe', 'Invoker', 'Jakiro']","['Tiny', 'Magnus', 'Mirana', 'Ogre Magi']",,"<span class=""team__title-label"">Победа</span>",16 : 33
1932,Team Liquid vs Keen Gaming,1.87-1.95,-,1.83(6.43)7.47,17 Августа 13:23 2019,The International 2019,Keen Gaming,"['一', 'old eLeVeN', 'Dark', 'Kaka', 'w33']",Team Liquid,"['Miracle-', 'MinD_ContRoL', 'GH', 'KuroKy']","['Chen', 'Mirana', 'Io', 'Beastmaster', 'Leshrac', 'Lifestealer']","['Lina', 'Ogre Magi', 'Kunkka', 'Storm Spirit', 'Alchemist', 'Batrider']","['Tiny', 'Magnus', 'Witch Doctor', 'Pangolier', 'Templar Assassin']","['Earthshaker', 'Sand King', 'Elder Titan', 'Shadow Demon']",,"<span class=""team__title-label"">Победа</span>",35 : 43
1933,Team Liquid vs Keen Gaming,1.87-1.95,-,1.83(6.43)7.47,17 Августа 13:23 2019,The International 2019,Team Liquid,"['w33', 'Miracle-', 'MinD_ContRoL', 'GH', 'KuroKy']",Keen Gaming,"['一', 'old eLeVeN', 'Dark', 'Kaka']","['Kunkka', 'Ogre Magi', 'Shadow Demon', 'Alchemist', 'Tiny', 'Lina']","['Chen', 'Io', 'Mirana', 'Sand King', ""Nature's Prophet"", 'Meepo']","['Tinker', 'Ember Spirit', 'Enigma', 'Crystal Maiden', 'Elder Titan']","['Outworld Destroyer', 'Axe', 'Ancient Apparition', 'Shadow Shaman']","<span class=""team__title-label"">Победа</span>",,38 : 28
1934,Alliance vs Mineski,2.66-1.49,-,2.53(1.01)4.13,17 Августа 12:56 2019,The International 2019,Alliance,"['miCKe', 'qojqva', 'Boxi', 'Taiga', 'iNSaNiA']",Mineski,"['Nikobaby', 'Moon', 'kpii', 'Raging Potato', 'ninjaboogie']","['Mirana', 'Shadow Demon', 'Enchantress', 'Lifestealer', 'Omniknight', 'Pangolier']","['Morphling', 'Dark Willow', 'Broodmother', 'Treant Protector', 'Lone Druid', 'Queen of Pain']","['Sven', 'Clinkz', 'Ogre Magi', 'Lina', 'Grimstroke']","['Wraith King', 'Death Prophet', 'Enigma', 'Tiny', 'Ancient Apparition']",,"<span class=""team__title-label"">Победа</span>",16 : 30
1935,Alliance vs Mineski,2.66-1.49,-,2.53(1.01)4.13,17 Августа 12:56 2019,The International 2019,Mineski,"['Nikobaby', 'Moon', 'kpii', 'Raging Potato', 'ninjaboogie']",Alliance,"['miCKe', 'qojqva', 'Boxi', 'Taiga', 'iNSaNiA']","['Morphling', 'Dark Willow', 'Alchemist', 'Broodmother', 'Lone Druid', 'Centaur Warrunner']","['Enchantress', 'Shadow Demon', 'Mirana', 'Ember Spirit', 'Death Prophet', 'Leshrac']","['Faceless Void', 'Tiny', 'Ogre Magi', 'Lina', 'Silencer']","['Naga Siren', 'Queen of Pain', 'Slardar', 'Enigma', 'Crystal Maiden']",,"<span class=""team__title-label"">Победа</span>",21 : 30
1936,OG vs Fnatic,1.81-2.03,-,1.64(3.09)8.00,17 Августа 12:37 2019,The International 2019,Fnatic,"['Abed', 'iceiceice', 'Jabz', 'DuBu', 'DJ']",OG,"['ana', 'Topson', 'Ceb', 'JerAx', 'N0tail']","['Treant Protector', 'Alchemist', 'Elder Titan', 'Pangolier', 'Spectre', 'Monkey King']","['Ancient Apparition', 'Tiny', 'Mirana', 'Kunkka', 'Leshrac', 'Axe']","['Ember Spirit', 'Zeus', 'Bloodseeker', 'Crystal Maiden', 'Magnus']","['Slark', 'Earth Spirit', 'Sand King', 'Shadow Demon', 'Enchantress']",,"<span class=""team__title-label"">Победа</span>",27 : 43
1937,OG vs Fnatic,1.81-2.03,-,1.64(3.09)8.00,17 Августа 12:37 2019,The International 2019,Fnatic,"['Abed', 'iceiceice', 'Jabz', 'DuBu', 'DJ']",OG,"['ana', 'Topson', 'Ceb', 'JerAx', 'N0tail']","['Alchemist', 'Enchantress', 'Treant Protector', 'Lifestealer', 'Juggernaut', 'Monkey King']","['Tiny', 'Magnus', 'Mirana', 'Naga Siren', 'Gyrocopter', 'Kunkka']","['Ember Spirit', 'Timbersaw', 'Morphling', 'Elder Titan', 'Crystal Maiden']","['Io', 'Troll Warlord', 'Legion Commander', 'Earthshaker', 'Chen']",,"<span class=""team__title-label"">Победа</span>",27 : 29
1938,Royal Never Give Up vs Natus Vincere,1.45-2.78,-,4.97(5.12)2.20,17 Августа 11:13 2019,The International 2019,Natus Vincere,"['Crystallize', 'MagicaL', 'Blizzy', 'Zayac', 'SoNNeikO']",Royal Never Give Up,"['Monet', 'Flyby', 'ah fu', 'LaNm']","['Leshrac', 'Ogre Magi', 'Shadow Demon', 'Naga Siren', 'Ancient Apparition', 'Broodmother']","['Treant Protector', 'Alchemist', 'Razor', 'Sven', 'Lifestealer', 'Kunkka']","['Spectre', 'Viper', 'Enchantress', 'Earth Spirit', 'Warlock']","['Gyrocopter', 'Sand King', 'Elder Titan', 'Mirana']",,"<span class=""team__title-label"">Победа</span>",3 : 29
1939,Royal Never Give Up vs Natus Vincere,1.45-2.78,-,4.97(5.12)2.20,17 Августа 11:13 2019,The International 2019,Royal Never Give Up,"['Monet', 'Flyby', 'ah fu', 'LaNm', 'Crystallize']",Natus Vincere,"['MagicaL', 'Blizzy', 'Zayac', 'SoNNeikO']","['Alchemist', 'Treant Protector', 'Razor', 'Viper', 'Techies', 'Lone Druid']","['Leshrac', 'Ogre Magi', 'Enchantress', 'Naga Siren', 'Ember Spirit', 'Outworld Destroyer']","['Gyrocopter', 'Tidehunter', 'Elder Titan', 'Shadow Shaman', 'Juggernaut']","['Templar Assassin', 'Axe', 'Shadow Demon', 'Grimstroke']","<span class=""team__title-label"">Победа</span>",,34 : 22
1940,Vici Gaming vs Ninjas in Pyjamas,1.68-2.21,-,1.55(1.35)8.84,17 Августа 11:08 2019,The International 2019,Vici Gaming,"['Eurus', 'Ori', 'Yang', 'Fade', 'Dy']",Ninjas in Pyjamas,"['ppd', 'FATA-', 'Ace', '33', 'Saksa']","['Chen', 'Enchantress', 'Ancient Apparition', 'Slark', 'Morphling', 'Magnus']","['Gyrocopter', 'Leshrac', 'Alchemist', 'Lina', 'Ember Spirit', 'Necrophos']","['Lifestealer', 'Kunkka', 'Tidehunter', 'Shadow Demon', 'Ogre Magi']","['Elder Titan', 'Razor', 'Juggernaut', 'Broodmother', 'Mirana']","<span class=""team__title-label"">Победа</span>",,20 : 7
1941,Vici Gaming vs Ninjas in Pyjamas,1.68-2.21,-,1.55(1.35)8.84,17 Августа 11:08 2019,The International 2019,Ninjas in Pyjamas,"['FATA-', 'ppd', 'Ace', '33', 'Saksa']",Vici Gaming,"['Eurus', 'Ori', 'Yang', 'Fade', 'Dy']","['Gyrocopter', 'Leshrac', 'Alchemist', 'Pugna', 'Nyx Assassin', 'Naga Siren']","['Enchantress', 'Chen', 'Shadow Demon', 'Sand King', 'Elder Titan', 'Omniknight']","['Outworld Destroyer', 'Lich', 'Slark', 'Abaddon', 'Mirana']","['Morphling', 'Queen of Pain', 'Tidehunter', 'Shadow Shaman', 'Ogre Magi']","<span class=""team__title-label"">Победа</span>",,34 : 12
1942,Virtus.pro vs Infamous Gaming,1.66-2.24,-,1.89(2.27)6.28,17 Августа 10:39 2019,The International 2019,Virtus.pro,"['No[o]ne', 'RAMZES666', '9pasha', 'RodjER', 'Solo']",Infamous Gaming,"['K1', 'StingerR', 'Chris Luck', 'Wisper', 'Scofield']","['Enchantress', 'Magnus', 'Alchemist', 'Storm Spirit', 'Tiny', 'Outworld Destroyer']","['Omniknight', 'Centaur Warrunner', 'Gyrocopter', 'Slardar', 'Arc Warden', 'Faceless Void']","['Templar Assassin', 'Kunkka', 'Beastmaster', 'Lina', 'Shadow Demon']","['Lifestealer', 'Ancient Apparition', 'Shadow Fiend', 'Legion Commander', 'Tusk']","<span class=""team__title-label"">Победа</span>",,33 : 25
1943,Virtus.pro vs Infamous Gaming,1.66-2.24,-,1.89(2.27)6.28,17 Августа 10:39 2019,The International 2019,Infamous Gaming,"['StingerR', 'K1', 'Chris Luck', 'Wisper', 'Scofield']",Virtus.pro,"['No[o]ne', '9pasha', 'RAMZES666', 'RodjER', 'Solo']","['Omniknight', 'Centaur Warrunner', 'Gyrocopter', 'Tidehunter', 'Timbersaw', 'Tinker']","['Enchantress', 'Magnus', 'Alchemist', 'Slark', 'Meepo', 'Storm Spirit']","['Silencer', 'Chaos Knight', 'Kunkka', 'Beastmaster', 'Tiny']","['Necrophos', 'Doom', 'Juggernaut', 'Treant Protector', 'Lich']",,"<span class=""team__title-label"">Победа</span>",25 : 30
1944,TNC Predator vs Chaos Esports Club,1.67-2.23,-,1.54(2.38)8.93,17 Августа 09:08 2019,The International 2019,TNC Predator,"['Gabbi', 'Armel', 'Kuku', 'Tims', 'Eyyou']",Chaos Esports Club,"['MATUMBAMAN', 'vtFaded', 'KheZu', 'rASmus', 'MiLAN']","['Enigma', 'Elder Titan', 'Ancient Apparition', 'Broodmother', 'Faceless Void', 'Slark']","['Kunkka', 'Mirana', 'Alchemist', 'Lina', 'Lifestealer', 'Timbersaw']","['Sven', 'Templar Assassin', 'Batrider', 'Ogre Magi', 'Chen']","['Lone Druid', 'Weaver', 'Phoenix', 'Bounty Hunter', 'Earthshaker']","<span class=""team__title-label"">Победа</span>",,33 : 22
1945,TNC Predator vs Chaos Esports Club,1.67-2.23,-,1.54(2.38)8.93,17 Августа 09:08 2019,The International 2019,TNC Predator,"['Gabbi', 'Armel', 'Kuku', 'Tims', 'Eyyou']",Chaos Esports Club,"['vtFaded', 'MATUMBAMAN', 'KheZu', 'rASmus', 'MiLAN']","['Lone Druid', 'Enigma', 'Ogre Magi', 'Shadow Demon', 'Broodmother', 'Spectre']","['Kunkka', 'Alchemist', 'Mirana', 'Sand King', 'Lifestealer', 'Ember Spirit']","['Arc Warden', 'Lina', 'Earthshaker', 'Grimstroke', 'Chen']","['Faceless Void', 'Leshrac', 'Legion Commander', 'Windranger', 'Elder Titan']",,"<span class=""team__title-label"">Победа</span>",26 : 40
